자차, 72, 171
라자, 75, 155
다라, 97, 161
아카, 94, 185
바아, 46, 155
라차, 92, 166
다카, 41, 165
차사, 77, 173
마파, 47, 161
라사, 40, 161
타하, 55, 150
타차, 90, 162
가카, 87, 184
나다, 51, 183
라하, 47, 182
라차, 90, 184
차카, 83, 180
다바, 98, 154
라하, 60, 170
카카, 80, 182
카라, 98, 159
사자, 99, 163
라아, 49, 157
하마, 61, 185
나아, 46, 179
타사, 51, 173
카바, 72, 181
사카, 69, 155
카자, 84, 162
나카, 71, 186
나마, 68, 158
가자, 49, 186
하차, 87, 153
마다, 48, 150
가아, 92, 181
마파, 48, 167
다타, 57, 180
나나, 53, 174
자바, 59, 156
아라, 50, 169
차하, 67, 152
자타, 85, 177
타아, 90, 171
자가, 84, 163
타다, 95, 169
다차, 92, 152
하라, 51, 173
라타, 60, 171
가사, 56, 179
자아, 73, 162
하하, 56, 166
파아, 46, 158
나바, 43, 162
카나, 74, 188
마카, 55, 186
가가, 54, 178
마카, 65, 152
아사, 50, 184
마차, 52, 178
다차, 99, 165
카사, 48, 185
차자, 42, 153
나바, 51, 152
자바, 79, 157
하타, 76, 169
마카, 69, 152
가마, 72, 183
타마, 55, 184
바하, 66, 157
사나, 66, 165
바바, 52, 185
사라, 65, 173
나라, 81, 178
차차, 69, 159
카나, 79, 163
다가, 90, 160
마아, 54, 186
카타, 70, 158
카파, 92, 185
라라, 80, 163
가카, 42, 171
사카, 66, 154
나다, 51, 155
나가, 53, 187
사라, 95, 165
사다, 70, 187
카라, 77, 152
라파, 80, 150
파라, 47, 182
라파, 99, 171
자카, 86, 180
타아, 50, 175
가차, 62, 186
차사, 60, 175
나자, 77, 185
다라, 97, 156
마자, 76, 187
카차, 57, 156
마나, 89, 163
하다, 42, 168
라나, 98, 166
아나, 91, 185
파차, 61, 179
차타, 80, 183
사차, 83, 174
마아, 80, 175
바라, 86, 157
다자, 95, 176
파가, 67, 151
아나, 88, 177
바아, 48, 154
타차, 92, 172
아카, 69, 154
카가, 56, 164
타바, 55, 189
아파, 49, 162
마파, 41, 188
아나, 61, 150
자바, 56, 170
아자, 72, 179
파바, 97, 167
다바, 76, 176
나마, 85, 158
사카, 70, 181
가아, 87, 186
카타, 96, 169
다자, 70, 165
타사, 63, 183
가가, 69, 162
사바, 40, 159
타가, 61, 156
파타, 81, 189
다마, 75, 154
라다, 57, 154
차바, 40, 186
라차, 86, 180
아마, 65, 165
다가, 92, 183
파파, 76, 164
하가, 60, 179
가카, 59, 154
다타, 64, 184
사마, 95, 154
카라, 52, 158
자나, 85, 174
가파, 52, 170
자마, 86, 182
하다, 77, 187
라라, 59, 171
타타, 40, 174
라나, 62, 183
바사, 43, 169
나하, 45, 181
자바, 70, 168
라바, 56, 150
자아, 44, 164
다사, 55, 186
바타, 44, 158
아바, 42, 186
나사, 58, 177
가아, 77, 173
하마, 60, 188
타타, 62, 186
하타, 95, 150
바사, 80, 189
자사, 62, 162
아차, 74, 157
하마, 75, 175
차다, 83, 180
바나, 73, 171
사라, 47, 158
라하, 74, 158
다다, 45, 153
나아, 79, 187
파나, 68, 165
가자, 65, 184
타나, 76, 186
카마, 99, 188
마파, 72, 178
나가, 72, 188
아파, 57, 154
바사, 72, 157
나바, 84, 183
가다, 44, 164
아라, 98, 168
가아, 59, 185
가하, 57, 151
자다, 52, 159
사마, 47, 187
가나, 83, 164
마타, 75, 161
카카, 97, 172
하나, 46, 151
하아, 72, 186
바아, 49, 186
파파, 91, 172
가타, 56, 152
하차, 65, 152
카사, 60, 180
하타, 75, 168
카하, 98, 159
카차, 46, 181
다카, 45, 165
자사, 40, 168
타하, 99, 186
라타, 55, 188
다타, 99, 166
바아, 51, 181
아하, 96, 169
마아, 62, 180
파파, 75, 167
타사, 42, 162
나자, 65, 188
아하, 57, 176
라하, 85, 185
사가, 63, 154
나아, 89, 156
사라, 54, 159
나타, 56, 189
파나, 69, 151
나사, 81, 176
다차, 79, 152
사타, 64, 156
사마, 53, 188
카차, 90, 160
차파, 91, 159
바가, 60, 161
아나, 71, 158
타파, 52, 181
아차, 57, 184
마바, 46, 189
아가, 99, 166
사바, 64, 160
카자, 99, 165
차차, 40, 168
바타, 40, 157
바다, 75, 180
마사, 58, 178
자마, 41, 185
라다, 73, 151
가타, 63, 163
파바, 49, 154
라하, 82, 175
파차, 84, 177
바가, 45, 183
나타, 63, 156
마타, 44, 170
가아, 71, 175
차나, 70, 189
사자, 55, 155
나라, 96, 185
카라, 61, 187
마아, 58, 161
차아, 54, 185
바하, 48, 184
카타, 86, 152
나파, 78, 188
차가, 58, 167
나바, 74, 184
사하, 46, 168
나라, 63, 173
자하, 70, 162
라다, 73, 160
나타, 51, 154
다타, 81, 177
마다, 58, 173
파파, 89, 161
파마, 71, 164
라하, 64, 181
다바, 52, 170
가아, 69, 177
라마, 50, 150
아아, 81, 150
아하, 91, 153
가바, 69, 181
자다, 46, 160
자아, 90, 187
다바, 84, 180
파다, 52, 168
바마, 95, 150
자차, 65, 185
나나, 81, 178
차차, 42, 185
가아, 70, 169
가차, 78, 176
아라, 85, 188
나사, 75, 182
다라, 54, 169
아하, 98, 183
가파, 87, 183
하아, 84, 150
파가, 97, 150
나마, 68, 188
라하, 67, 189
타차, 79, 183
차타, 99, 155
라가, 96, 176
가라, 61, 150
파파, 77, 169
마라, 42, 151
파타, 97, 178
타자, 49, 161
마마, 46, 180
카하, 41, 159
차나, 54, 160
차라, 58, 168
가나, 50, 172
자다, 96, 150
카나, 75, 166
라바, 77, 183
다사, 53, 168
아나, 44, 150
타파, 84, 174
파하, 58, 155
타사, 53, 153
자카, 68, 168
마타, 94, 168
카하, 67, 163
파나, 44, 178
사사, 44, 165
타카, 93, 169
파카, 78, 169
파타, 41, 155
타마, 67, 186
타카, 91, 165
차가, 73, 187
자카, 55, 165
가타, 85, 168
아바, 78, 158
차타, 46, 186
가하, 66, 166
라가, 66, 185
카마, 78, 175
다카, 78, 174
카다, 67, 167
자카, 80, 166
나차, 65, 178
가타, 44, 165
사카, 40, 173
하아, 57, 155
카마, 40, 157
마차, 94, 175
자다, 72, 173
나가, 41, 171
나타, 92, 172
사자, 68, 152
마타, 98, 154
아가, 98, 159
파파, 48, 175
카파, 81, 177
하자, 63, 163
마가, 72, 152
아자, 88, 151
나아, 58, 170
다사, 63, 188
아마, 59, 166
나바, 68, 165
마사, 60, 181
다가, 88, 166
타사, 99, 181
자사, 79, 158
마가, 53, 156
가바, 83, 152
마바, 60, 186
파자, 68, 185
자나, 97, 150
나마, 80, 165
가나, 79, 167
바타, 77, 184
타카, 57, 185
마파, 59, 163
타하, 43, 183
차차, 49, 170
마다, 85, 155
마나, 78, 153
아카, 45, 161
카차, 90, 187
자차, 41, 178
다자, 81, 186
라다, 59, 153
다하, 86, 159
마카, 99, 174
파하, 78, 175
나카, 74, 183
차사, 50, 180
카차, 75, 157
타마, 71, 171
라다, 78, 161
타카, 82, 161
자마, 46, 177
차자, 74, 157
파나, 71, 182
사가, 90, 170
파하, 57, 157
가다, 73, 189
자차, 87, 182
아라, 98, 181
하가, 59, 175
다파, 77, 185
카아, 76, 177
마파, 44, 164
사자, 50, 181
파차, 80, 171
아라, 89, 163
나아, 92, 158
차아, 41, 186
차라, 82, 187
바파, 94, 183
가나, 51, 160
하다, 47, 169
마바, 67, 177
아마, 44, 151
나하, 63, 158
바차, 49, 172
다타, 61, 177
사타, 85, 151
나가, 67, 156
타라, 75, 153
다가, 77, 163
나사, 65, 174
나라, 64, 161
라아, 70, 170
사파, 85, 182
타가, 62, 184
마라, 46, 152
차마, 62, 150
마아, 50, 166
다다, 90, 172
나파, 93, 156
자바, 84, 169
카마, 45, 166
사차, 44, 173
다다, 72, 165
마다, 67, 183
가타, 48, 150
마다, 42, 180
타라, 49, 164
나마, 81, 176
사아, 70, 172
라아, 75, 161
사차, 50, 165
라바, 97, 177
카마, 61, 189
차라, 48, 185
카아, 48, 180
아타, 49, 153
바차, 44, 168
가자, 85, 165
자나, 99, 152
라하, 69, 183
마바, 99, 189
카자, 98, 172
차사, 60, 172
다타, 83, 184
라나, 56, 182
타나, 87, 181
다마, 67, 168
아파, 98, 187
하하, 49, 166
카자, 94, 169
타사, 59, 173
타라, 62, 183
다파, 81, 176
타타, 78, 151
마차, 56, 172
하하, 45, 169
마차, 78, 175
마파, 73, 152
다파, 94, 154
라카, 56, 153
나파, 54, 180
파카, 84, 158
아자, 62, 157
아하, 42, 171
차하, 55, 188
타라, 93, 186
자라, 55, 158
다가, 59, 189
카라, 86, 185
차타, 57, 154
자자, 62, 177
라나, 58, 155
가파, 53, 188
다가, 46, 153
나자, 80, 189
바가, 88, 158
마아, 77, 166
카차, 40, 164
파하, 42, 168
사마, 96, 159
타타, 86, 183
다파, 78, 183
라사, 42, 185
사아, 44, 188
자나, 93, 162
마파, 83, 153
사차, 46, 177
다아, 65, 174
차타, 96, 165
바자, 54, 157
바사, 56, 186
다아, 60, 166
라라, 69, 174
사파, 94, 153
라가, 99, 161
바아, 49, 163
라가, 83, 176
바타, 58, 167
하아, 51, 158
카파, 99, 184
자타, 93, 180
마파, 59, 185
다사, 65, 164
아마, 75, 183
카나, 43, 156
차아, 47, 159
아타, 68, 154
마차, 68, 175
자카, 74, 165
나바, 65, 172
다바, 90, 168
파가, 46, 162
나사, 90, 158
하사, 40, 155
타다, 99, 185
자아, 70, 157
아타, 42, 152
사자, 87, 158
마차, 98, 163
마자, 58, 170
자마, 98, 152
가라, 87, 171
마하, 89, 180
카하, 66, 176
라가, 40, 166
카라, 81, 164
카나, 44, 180
라가, 42, 153
카차, 44, 157
마파, 74, 173
차아, 86, 175
바라, 75, 177
하라, 74, 162
카마, 53, 174
사나, 51, 182
다마, 96, 177
마다, 80, 179
아나, 66, 169
라가, 78, 162
카바, 51, 171
바파, 68, 182
나카, 55, 175
다마, 74, 188
아자, 65, 179
파다, 53, 174
타다, 88, 187
마파, 49, 166
다라, 93, 169
라타, 50, 183
파마, 94, 152
바나, 53, 153
나하, 73, 157
카아, 69, 186
마차, 98, 164
차라, 61, 183
마나, 40, 150
파바, 62, 176
다라, 70, 186
자가, 71, 175
가다, 57, 169
라자, 55, 172
차가, 87, 170
다나, 56, 174
아마, 88, 172
카차, 94, 175
자자, 82, 156
차하, 88, 157
아마, 68, 179
나파, 92, 171
차나, 54, 158
나하, 98, 169
차나, 48, 174
다다, 83, 177
차나, 88, 166
바타, 89, 169
가다, 91, 167
타차, 89, 158
타다, 89, 174
마하, 77, 179
사바, 44, 176
차바, 98, 184
사다, 88, 154
가라, 82, 172
나마, 64, 162
차파, 80, 182
나사, 60, 170
아사, 50, 154
가차, 73, 182
차타, 48, 184
다파, 54, 168
나아, 73, 178
아하, 62, 182
자하, 87, 164
아아, 90, 161
파카, 91, 177
자다, 69, 150
하바, 73, 163
마하, 72, 182
아라, 68, 165
자카, 86, 171
가나, 58, 182
다가, 41, 171
사다, 74, 150
카자, 57, 151
마나, 66, 172
카타, 53, 153
마파, 61, 171
나바, 75, 165
아마, 90, 174
파하, 66, 157
다카, 59, 187
파차, 49, 159
사아, 75, 166
바타, 65, 160
다타, 67, 164
마자, 98, 156
가타, 97, 152
파나, 53, 175
차마, 98, 181
바하, 80, 157
나사, 49, 180
마카, 42, 187
하라, 48, 185
카나, 97, 188
가바, 94, 183
아파, 56, 161
다라, 56, 187
라자, 64, 168
하사, 63, 175
마카, 40, 179
차아, 96, 177
사다, 94, 177
가나, 63, 164
가가, 53, 164
사카, 61, 167
타나, 90, 184
가라, 55, 155
나아, 69, 152
자마, 53, 175
가바, 68, 152
가카, 54, 174
가타, 86, 171
바가, 44, 159
카아, 72, 188
가자, 95, 164
다카, 78, 188
타타, 95, 152
차타, 99, 174
카라, 69, 170
아파, 95, 151
나아, 44, 151
하타, 85, 179
하자, 96, 176
가아, 46, 186
카나, 43, 185
바가, 69, 189
라아, 46, 150
카아, 42, 180
다하, 46, 159
하가, 96, 165
라카, 80, 163
아가, 72, 175
마다, 75, 159
가차, 92, 161
마바, 70, 164
파가, 49, 151
카파, 52, 185
라나, 86, 161
나나, 66, 186
파아, 72, 181
다타, 99, 163
가다, 75, 177
다사, 43, 180
마바, 69, 165
다하, 91, 184
하파, 91, 158
다다, 53, 151
가나, 87, 167
바자, 63, 179
다카, 77, 179
사가, 49, 160
하아, 80, 188
다라, 53, 175
카파, 87, 185
카마, 75, 159
라바, 49, 186
라바, 46, 154
자타, 61, 158
파다, 99, 169
하파, 98, 184
사카, 94, 171
나사, 87, 163
파다, 54, 161
차자, 93, 165
나라, 99, 151
하나, 48, 157
다사, 74, 187
자차, 40, 186
나다, 51, 185
마가, 57, 158
다하, 71, 150
파타, 58, 184
차다, 74, 159
사자, 54, 179
사가, 61, 186
라하, 87, 157
타바, 74, 186
가가, 75, 187
사가, 79, 175
나카, 51, 151
사하, 51, 181
카사, 68, 176
사카, 79, 170
아타, 46, 170
자파, 63, 153
타바, 75, 187
나아, 85, 184
나자, 77, 185
마다, 86, 182
아마, 59, 169
마타, 46, 158
마차, 69, 156
파하, 63, 180
자가, 84, 188
